﻿ID de l'entité;Code INSEE;Date de mise à jour;Type d'entité;Nom de l'entité;Editeur de la source;Commune;Adresse;Code Postal;Coordonnées;Email;URL;Notes;EPCI;Département;Région
mairie-2B122-01;2B122;2021-03-08;Mairie;Mairie - Gavignano;La Direction de l'information légale et administrative (Premier ministre);Gavignano;Place de l'Église;20218;42.4182167053, 9.28682136536;mairie-gavignano@wanadoo.fr;;;CC Pasquale Paoli;HAUTE-CORSE;CORSE
mairie-2B213-01;2B213;2017-05-10;Mairie;Mairie - Pianello;La Direction de l'information légale et administrative (Premier ministre);Pianello;Place de l'Église;20272;42.2904205322, 9.35908889771;pianello.mairie@wanadoo.fr;;;CC de l'Oriente;HAUTE-CORSE;CORSE
;2B015;;;Ampriani;;;;;;;;;CC de l'Oriente;HAUTE-CORSE;CORSE
;2B155;;;Matra;;;;;;;;;CC de l'Oriente;HAUTE-CORSE;CORSE
mairie-2B188-01;2B188;2020-03-10;Mairie;Mairie - Olmeta-di-Tuda;La Direction de l'information légale et administrative (Premier ministre);Olmeta-di-Tuda;Village;20232;42.6116867065, 9.35412025452;olmeta.dituda.mairie@orange.fr;http://www.olmetadituda.fr;;CC Nebbiu - Conca d'Oro;HAUTE-CORSE;CORSE
accompagnement_personnes_agees-2A004-01;2A004;2021-06-07;Accompagnement personnes agees;Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Ajaccio;La Direction de l'information légale et administrative (Premier ministre);Ajaccio;"[""Accueil de jour"", ""8 rue Rossi""]";20000;41.918595, 8.730048;inoizet@fede2a.admr.org;http://www.admr2a.fr;;CA du Pays Ajaccien;CORSE-DU-SUD;CORSE
;2B136;;;Lama;;;;;;;;;CC de l'Ile-Rousse - Balagne;HAUTE-CORSE;CORSE
mairie-2B206-01;2B206;2021-10-25;Mairie;Mairie - Penta-Acquatella;La Direction de l'information légale et administrative (Premier ministre);Penta-Acquatella;Hameau de Penta;20290;42.464901, 9.363631;mairie.pentaacquatella@gmail.com;http://www.penta-acquatella.fr;;CC de la Castagniccia-Casinca;HAUTE-CORSE;CORSE
;2B256;;;Rapaggio;;;;;;;;;CC de la Castagniccia-Casinca;HAUTE-CORSE;CORSE
;2A064;;;Cardo-Torgia;;;;;;;;;CC de la Pieve de l'Ornano;CORSE-DU-SUD;CORSE
mairie-2B057-01;2B057;2021-03-08;Mairie;Mairie - Canale-di-Verde;La Direction de l'information légale et administrative (Premier ministre);Canale-di-Verde;Mairie;20230;42.277097, 9.474762;canalediverde@wanadoo.fr;;;CC de l'Oriente;HAUTE-CORSE;CORSE
mairie-2B082-01;2B082;2015-04-22;Mairie;Mairie - Castineta;La Direction de l'information légale et administrative (Premier ministre);Castineta;Castineta Sottana;20218;42.423303, 9.294157;;;;CC Pasquale Paoli;HAUTE-CORSE;CORSE
mairie-2B123-01;2B123;2022-04-26;Mairie;Mairie - Ghisonaccia;La Direction de l'information légale et administrative (Premier ministre);Ghisonaccia;Place de l'Hôtel-de-Ville;20240;42.0164985657, 9.4036397934;mairie@ghisonaccia.corsica;http://www.ghisonaccia.fr;;CC de Fium'orbu Castellu;HAUTE-CORSE;CORSE
mairie-2B283-01;2B283;2021-04-13;Mairie;Mairie - Solaro;La Direction de l'information légale et administrative (Premier ministre);Solaro;Le Village;20240;41.904731, 9.326794;mairie@solaro.fr;http://www.solaro.fr;L'annexe de la mairie est ouverte du lundi au vendredi de 8h30 à 12h et de 14h à 17h.;CC de Fium'orbu Castellu;HAUTE-CORSE;CORSE
pif-2B033-02;2B033;2021-09-20;Pif;Point info famille - Bastia - Impériale;La Direction de l'information légale et administrative (Premier ministre);Bastia;"[""Centre Social François-Marchetti"", ""Route Impériale""]";20600;42.651019, 9.432332;;https://www.unaf.fr;;CA de Bastia;HAUTE-CORSE;CORSE
cio-2A272-01;2A272;2021-01-22;Cio;Centre d'information et d'orientation (CIO) - Sartène;La Direction de l'information légale et administrative (Premier ministre);Sartène;3 cours Bonaparte;20100;41.62108, 8.972932;cio-sart@ac-corse.fr;http://www.education.gouv.fr;;CC du Sartenais Valinco Taravo;CORSE-DU-SUD;CORSE
mairie-2A204-01;2A204;2020-03-10;Mairie;Mairie - Pastricciola;La Direction de l'information légale et administrative (Premier ministre);Pastricciola;Village;20121;42.1403617859, 8.9841003418;mairiedepastricciola@orange.fr;;;CC Spelunca-Liamone;CORSE-DU-SUD;CORSE
pmi-2A249-01;2A249;2022-02-08;Pmi;Centre de protection maternelle et infantile (PMI) - Propriano;La Direction de l'information légale et administrative (Premier ministre);Propriano;23 rue du Général-de-Gaulle;20110;41.6747016907, 8.90394973755;pmi.propriano@isula.corsica;https://www.isula.corsica;;CC du Sartenais Valinco Taravo;CORSE-DU-SUD;CORSE
sip-2A272-01;2A272;2022-01-04;Sip;Service des impôts des particuliers de Sartène;La Direction de l'information légale et administrative (Premier ministre);Sartène;Cité administrative;20100;41.621822, 8.97472;;http://www.impots.gouv.fr;;CC du Sartenais Valinco Taravo;CORSE-DU-SUD;CORSE
mairie-2B364-01;2B364;2017-10-06;Mairie;Mairie - Zuani;La Direction de l'information légale et administrative (Premier ministre);Zuani;Zuani;20272;42.270873, 9.346659;;;;CC de l'Oriente;HAUTE-CORSE;CORSE
mission_locale-2B050-01;2B050;2019-06-17;Mission locale;Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - Calvi;La Direction de l'information légale et administrative (Premier ministre);Calvi;"[""Centre social"", ""Lieu-dit Carbellu""]";20260;42.566783905, 8.75710868835;laurence.achilli@ml-corse.corscia;http://www.missions-locales-corse.org;;CC de Calvi Balagne;HAUTE-CORSE;CORSE
onac-2B033-01;2B033;2021-12-20;Onac;Office national des anciens combattants et victimes de guerre (ONACVG) - Service départemental - Haute-Corse;La Direction de l'information légale et administrative (Premier ministre);Bastia Cedex 9;"[""CS 70010"", ""Villa Doro"", ""Chemin du Macchione""]";20418;42.697338, 9.45087;https://www.onac-vg.fr/contact;https://www.onac-vg.fr;;CA de Bastia;HAUTE-CORSE;CORSE
;2B109;;;Farinole;;;;;;;;;CC Nebbiu - Conca d'Oro;HAUTE-CORSE;CORSE
;2B121;;;Galéria;;;;;;;;;CC de Calvi Balagne;HAUTE-CORSE;CORSE
;2B274;;;Scolca;;;;;;;;;CC de Marana-Golo;HAUTE-CORSE;CORSE
;2B297;;;San-Damiano;;;;;;;;;CC de la Castagniccia-Casinca;HAUTE-CORSE;CORSE
;2B235;;;Pioggiola;;;;;;;;;CC de l'Ile-Rousse - Balagne;HAUTE-CORSE;CORSE
;2B264;;;Rusio;;;;;;;;;CC Pasquale Paoli;HAUTE-CORSE;CORSE
;2A262;;;Rosazia;;;;;;;;;CC Spelunca-Liamone;CORSE-DU-SUD;CORSE
mairie-2A345-01;2A345;2021-03-08;Mairie;Mairie - Vero;La Direction de l'information légale et administrative (Premier ministre);Vero;Piazza Communa;20172;42.0622787476, 8.93194484711;mairie.vero@orange.fr;;;CC Celavu-Prunelli;CORSE-DU-SUD;CORSE
cij-2B123-01;2B123;2020-10-08;Cij;Point information jeunesse - Ghisonaccia;La Direction de l'information légale et administrative (Premier ministre);Ghisonaccia;"[""Route de l'Église"", ""BP 61""]";20240;42.0164276, 9.3989191;afarif@wanadoo.fr;http://www.afarif.jimdo.com;;CC de Fium'orbu Castellu;HAUTE-CORSE;CORSE
commissariat_police-2A004-01;2A004;2022-01-21;Commissariat police;Commissariat de police d'Ajaccio;La Direction de l'information légale et administrative (Premier ministre);Ajaccio;rue du Général-Fiorella;20000;41.91897, 8.73611;ddspaa2a-cic@interieur.gouv.fr;https://www.police-nationale.interieur.gouv.fr/Actualites/L-actu-police/moncommissariat.fr;;CA du Pays Ajaccien;CORSE-DU-SUD;CORSE
mairie-2A127-01;2A127;2021-03-08;Mairie;Mairie - Giuncheto;La Direction de l'information légale et administrative (Premier ministre);Giuncheto;Place de l'École;20100;41.8686107, 8.96427900000003;mairiegiuncheto@orange.fr;;;CC du Sartenais Valinco Taravo;CORSE-DU-SUD;CORSE
mairie-2A358-01;2A358;2021-03-08;Mairie;Mairie - Zevaco;La Direction de l'information légale et administrative (Premier ministre);Zevaco;Fontana-di-Zevaco;20173;41.8922576904, 9.04930686951;mairiezevaco@orange.fr;http://www.zevacu.net;;CC de la Pieve de l'Ornano;CORSE-DU-SUD;CORSE
maison_handicapees-2A004-01;2A004;2021-05-04;Maison handicapees;Maison départementale des personnes handicapées (MDPH) - Corse-du-Sud;La Direction de l'information légale et administrative (Premier ministre);Ajaccio Cedex 9;"[""Quartier St Joseph"", ""Avenue du Mont Thabor"", ""Immeuble Castellani"", ""BP 80962""]";20700;41.9368871, 8.7596811;corsedusud@mdph.corsica;https://www.mdph.corsica/;;CA du Pays Ajaccien;CORSE-DU-SUD;CORSE
paierie_regionale-2A004-01;2A004;2020-09-30;Paierie regionale;Paierie régionale - Corse;La Direction de l'information légale et administrative (Premier ministre);Ajaccio Cedex;"[""Immeuble Castellani"", ""Quartier Saint Joseph""]";20179;41.934446, 8.755782;t02a080@dgfip.finances.gouv.fr;http://www.impots.gouv.fr;;CA du Pays Ajaccien;CORSE-DU-SUD;CORSE
mairie-2B088-01;2B088;2021-03-08;Mairie;Mairie - Chiatra;La Direction de l'information légale et administrative (Premier ministre);Chiatra;Le Village;20230;42.291486, 9.476002;chiatra.commune@wanadoo.fr;http://www.mairiechiatradiverde.com;;CC de l'Oriente;HAUTE-CORSE;CORSE
mairie-2B314-01;2B314;2021-03-08;Mairie;Mairie - Santo-Pietro-di-Tenda;La Direction de l'information légale et administrative (Premier ministre);Santo-Pietro-di-Tenda;U Corsu;20246;42.605347, 9.25841700000001;mairie.santo-pietro-di-tenda@orange.fr;http://www.santo-pietro-di-tenda.fr;;CC Nebbiu - Conca d'Oro;HAUTE-CORSE;CORSE
point_accueil_numerique-2B033-01;2B033;2021-02-18;Point accueil numerique;Point d'accueil numérique - Bastia (Préfecture);La Direction de l'information légale et administrative (Premier ministre);Bastia Cedex 09;"[""Préfecture"", ""Rond-Point du Maréchal-Leclerc-de-Hautecloque""]";20401;42.7031127831618, 9.4489791424193;pref-pan2b@haute-corse.gouv.fr;http://www.haute-corse.gouv.fr/les-points-d-accueil-numerique-en-haute-corse-a2434.html;;CA de Bastia;HAUTE-CORSE;CORSE
pole_emploi-2B033-01;2B033;2020-09-15;Pole emploi;Pôle emploi - Bastia;La Direction de l'information légale et administrative (Premier ministre);Bastia Cedex;Rue du Maréchal-Juin;20200;42.669827, 9.438642;;https://www.pole-emploi.fr;;CA de Bastia;HAUTE-CORSE;CORSE
;2A028;;;Balogna;;;;;;;;;CC Spelunca-Liamone;CORSE-DU-SUD;CORSE
;2B145;;;Loreto-di-Casinca;;;;;;;;;CC de la Castagniccia-Casinca;HAUTE-CORSE;CORSE
;2B167;;;Montegrosso;;;;;;;;;CC de Calvi Balagne;HAUTE-CORSE;CORSE
mairie-2B047-01;2B047;2021-03-08;Mairie;Mairie - Calacuccia;La Direction de l'information légale et administrative (Premier ministre);Calacuccia;Avenue Valdoniello;20224;42.3359069824, 9.01870441437;mairie.calacuccia@wanadoo.fr;;;CC Pasquale Paoli;HAUTE-CORSE;CORSE
mairie-2B257-01;2B257;2021-03-08;Mairie;Mairie - Rapale;La Direction de l'information légale et administrative (Premier ministre);Rapale;Lieu-dit Pastino;20246;42.5897088, 9.3023564;mairiederapale@wanadoo.fr;http://www.mairiederapale.com;;CC Nebbiu - Conca d'Oro;HAUTE-CORSE;CORSE
msap-2B121-01;2B121;2022-04-13;Msap;France Services - Galéria;La Direction de l'information légale et administrative (Premier ministre);Galéria;"[""Quartier de l'Eglise"", ""Bureau de poste"", ""Au Bourg""]";20245;42.410309, 8.647638;galeria@france-services.gouv.fr;https://www.cohesion-territoires.gouv.fr/france-services;;CC de Calvi Balagne;HAUTE-CORSE;CORSE
ta-2B033-01;2B033;2021-12-01;Ta;Tribunal administratif - Bastia;La Direction de l'information légale et administrative (Premier ministre);Bastia Cedex;Villa Montépiano;20407;42.697283, 9.450881;greffe.ta-bastia@juradm.fr;http://bastia.tribunal-administratif.fr;;CA de Bastia;HAUTE-CORSE;CORSE
;2A027;;;Azzana;;;;;;;;;CC Spelunca-Liamone;CORSE-DU-SUD;CORSE
;2A092;;;Conca;;;;;;;;;CC de l'Alta Rocca;CORSE-DU-SUD;CORSE
;2B251;;;Prunelli-di-Fiumorbo;;;;;;;;;CC de Fium'orbu Castellu;HAUTE-CORSE;CORSE
;2B347;;;Vezzani;;;;;;;;;CC de Fium'orbu Castellu;HAUTE-CORSE;CORSE
caf-2A004-01;2A004;2021-09-20;Caf;Caisse d'allocations familiales (Caf) de Corse-du-Sud - siège d'Ajaccio;La Direction de l'information légale et administrative (Premier ministre);;;;;http://www.caf.frallocataires/ma-caf-recherche;https://www.caf.fr;;CA du Pays Ajaccien;CORSE-DU-SUD;CORSE
epci-2B346-01;2B346;2022-04-12;Epci;Communauté de communes - La Casinca;La Direction de l'information légale et administrative (Premier ministre);Vescovato;Route du Stade;20215;42.5043008, 9.4642007;contact@castagnicciacasinca.fr;http://www.castagnicciacasinca.fr;;CC de la Castagniccia-Casinca;HAUTE-CORSE;CORSE
crous-2B096-01;2B096;2022-03-10;Crous;Centre régional des œuvres universitaires et scolaires (CROUS) - Corse;La Direction de l'information légale et administrative (Premier ministre);Corte;22 avenue Jean-Nicoli;20250;42.305613, 9.15573;hebergement@crous-corse.fr;http://www.crous-corse.fr;;CC du Centre Corse;HAUTE-CORSE;CORSE
;2A014;;;Ambiegna;;;;;;;;;CC Spelunca-Liamone;CORSE-DU-SUD;CORSE
;2B067;;;Carpineto;;;;;;;;;CC de la Castagniccia-Casinca;HAUTE-CORSE;CORSE
;2B291;;;Stazzona;;;;;;;;;CC de la Castagniccia-Casinca;HAUTE-CORSE;CORSE
chambre_metier-2A004-01;2A004;2022-03-10;Chambre metier;Chambre de métiers et de l'artisanat (CMA) - Corse;La Direction de l'information légale et administrative (Premier ministre);Ajaccio Cedex 9;"[""Chemin de la Sposata"", ""BP 40958""]";20700;41.9469985962, 8.75811004639;accma@cma.corsica;http://www.crma-corse.fr;;CA du Pays Ajaccien;CORSE-DU-SUD;CORSE
mairie-2A092-01;2A092;2021-03-08;Mairie;Mairie - Conca;La Direction de l'information légale et administrative (Premier ministre);Conca;Village;20135;41.7349319458, 9.33497619629;mairie.conca@wanadoo.fr;;;CC de l'Alta Rocca;CORSE-DU-SUD;CORSE
urssaf-2A004-01;2A004;2021-09-20;Urssaf;Urssaf Corse - siège social - site de la Corse-du-Sud;La Direction de l'information légale et administrative (Premier ministre);Ajaccio Cedex 9;"[""Boulevard Abbé-Recco"", ""BP 901""]";20701;41.9376089, 8.7389107;https://www.contact.urssaf.fr;https://www.urssaf.fr;;CA du Pays Ajaccien;CORSE-DU-SUD;CORSE
mairie-2B202-01;2B202;2017-05-10;Mairie;Mairie - Parata;La Direction de l'information légale et administrative (Premier ministre);Parata;Village;20229;42.3723619, 9.37840900000003;commune-de-parata@orange.fr;;;CC de la Castagniccia-Casinca;HAUTE-CORSE;CORSE
mairie-2B292-01;2B292;2021-03-08;Mairie;Mairie - Sant'Andréa-di-Bozio;La Direction de l'information légale et administrative (Premier ministre);Sant'Andréa-di-Bozio;Hameau Rebbia;20212;42.297593, 9.3036052;mairie.santandreadibozio@orange.fr;;;CC Pasquale Paoli;HAUTE-CORSE;CORSE
;2B049;;;Calenzana;;;;;;;;;CC de Calvi Balagne;HAUTE-CORSE;CORSE
;2B265;;;Rutali;;;;;;;;;CC Nebbiu - Conca d'Oro;HAUTE-CORSE;CORSE
mairie-2A181-01;2A181;2021-03-08;Mairie;Mairie - Ocana;La Direction de l'information légale et administrative (Premier ministre);Ocana;Vazzina;20117;41.9583206177, 8.9341583252;ocana3@wanadoo.fr;;;CC Celavu-Prunelli;CORSE-DU-SUD;CORSE
gendarmerie-2B087-01;2B087;2019-01-22;Gendarmerie;Brigade de gendarmerie - Cervione;La Direction de l'information légale et administrative (Premier ministre);Cervione;Lieu-dit Alzetu;20221;42.33174857, 9.49270905;https://www.contacterlagendarmerie.fr;http://www.gendarmerie.interieur.gouv.fr;;CC de la Costa Verde;HAUTE-CORSE;CORSE
;2B161;;;Moïta;;;;;;;;;CC de l'Oriente;HAUTE-CORSE;CORSE
;2B275;;;Sermano;;;;;;;;;CC Pasquale Paoli;HAUTE-CORSE;CORSE
mairie-2B067-01;2B067;2015-04-22;Mairie;Mairie - Carpineto;La Direction de l'information légale et administrative (Premier ministre);Carpineto;Village;20229;42.357295, 9.379332;mairiedecarpinetto@orange.fr;;;CC de la Castagniccia-Casinca;HAUTE-CORSE;CORSE
msap-2A269-01;2A269;2022-02-23;Msap;France Services - Solenzara;La Direction de l'information légale et administrative (Premier ministre);Sari-Solenzara;"[""Solenzara"", ""Le Bourg""]";20145;41.859138, 9.396206;sari-solenzara@france-services.gouv.fr;https://www.cohesion-territoires.gouv.fr/france-services;;CC de l'Alta Rocca;CORSE-DU-SUD;CORSE
gendarmerie_moto-2B042-01;2B042;2019-01-09;Gendarmerie moto;Gendarmerie - Brigade motorisée - Borgo;La Direction de l'information légale et administrative (Premier ministre);Borgo;"[""Camp Général Colonna d'Istria"", ""Route du champ d'aviation""]";20290;42.57434552, 9.44463941;https://www.contacterlagendarmerie.fr;http://www.gendarmerie.interieur.gouv.fr;;CC de Marana-Golo;HAUTE-CORSE;CORSE
;2B223;;;Pietralba;;;;;;;;;CC de l'Ile-Rousse - Balagne;HAUTE-CORSE;CORSE
;2B289;;;Soveria;;;;;;;;;CC Pasquale Paoli;HAUTE-CORSE;CORSE
;2B341;;;Venaco;;;;;;;;;CC du Centre Corse;HAUTE-CORSE;CORSE
;2B361;;;Zilia;;;;;;;;;CC de Calvi Balagne;HAUTE-CORSE;CORSE
gendarmerie-2A232-01;2A232;2019-01-22;Gendarmerie;Brigade de gendarmerie - Pila-Canale;La Direction de l'information légale et administrative (Premier ministre);Pila-Canale;Fontana-Chaleïa;20123;41.8114245605746, 8.91119566137695;https://www.contacterlagendarmerie.fr;http://www.gendarmerie.interieur.gouv.fr;;CC de la Pieve de l'Ornano;CORSE-DU-SUD;CORSE
gendarmerie-2B134-01;2B134;2019-01-22;Gendarmerie;Brigade de gendarmerie - L'Île-Rousse;La Direction de l'information légale et administrative (Premier ministre);Île-Rousse;Rue Sergent André Amadei;20220;42.63070692, 8.9318098;https://www.contacterlagendarmerie.fr;http://www.gendarmerie.interieur.gouv.fr;;CC de l'Ile-Rousse - Balagne;HAUTE-CORSE;CORSE
mairie-2B075-01;2B075;2018-05-09;Mairie;Mairie - Casevecchie;La Direction de l'information légale et administrative (Premier ministre);Casevecchie;Le Village;20270;42.142567, 9.359761;commune-de-casevecchie@wanadoo.fr;;;CC de l'Oriente;HAUTE-CORSE;CORSE
mairie-2B143-01;2B143;2021-03-08;Mairie;Mairie - Linguizzetta;La Direction de l'information légale et administrative (Premier ministre);Linguizzetta;Bravone;20230;42.264463, 9.473635;mairie.linguizzetta@wanadoo.fr;http://www.linguizzetta.fr;;CC de l'Oriente;HAUTE-CORSE;CORSE
;2B241;;;Poggio-Marinaccio;;;;;;;;;CC de la Castagniccia-Casinca;HAUTE-CORSE;CORSE
pole_emploi-2A247-01;2A247;2020-09-15;Pole emploi;Pôle emploi - Porto-Vecchio;La Direction de l'information légale et administrative (Premier ministre);Porto-Vecchio;Route Arca;20137;41.581061, 9.2593409;;https://www.pole-emploi.fr;;CC du Sud Corse;CORSE-DU-SUD;CORSE
afpa-2B096-01;2B096;2021-09-20;Afpa;Agence nationale pour la formation professionnelle des adultes (Afpa) - Centre de Corte;La Direction de l'information légale et administrative (Premier ministre);Corte;Quartier Porette;20250;42.30941, 9.14902;;https://www.afpa.fr;;CC du Centre Corse;HAUTE-CORSE;CORSE
mairie-2B029-01;2B029;2021-03-08;Mairie;Mairie - Barbaggio;La Direction de l'information légale et administrative (Premier ministre);Barbaggio;Piazze;20253;42.689936, 9.378206;barbaggio@wanadoo.fr;;;CC Nebbiu - Conca d'Oro;HAUTE-CORSE;CORSE
mairie-2B109-01;2B109;2021-03-08;Mairie;Mairie - Farinole;La Direction de l'information légale et administrative (Premier ministre);Farinole;Place de l'Église;20253;42.7289962769, 9.36046791077;mairie.de.farinole@wanadoo.fr;http://www.commune-farinole.com;;CC Nebbiu - Conca d'Oro;HAUTE-CORSE;CORSE
mairie-2B169-01;2B169;2021-03-08;Mairie;Mairie - Morosaglia;La Direction de l'information légale et administrative (Premier ministre);Morosaglia;"[""Lieu-dit Ripale-Cerchio"", ""BP 19""]";20218;42.4349937439, 9.29873085022;mairie.morosaglia@wanadoo.fr;http://www.morosaglia.corsica;;CC Pasquale Paoli;HAUTE-CORSE;CORSE
;2B009;;;Aléria;;;;;;;;;CC de l'Oriente;HAUTE-CORSE;CORSE
;2B029;;;Barbaggio;;;;;;;;;CC Nebbiu - Conca d'Oro;HAUTE-CORSE;CORSE
;2B175;;;Nessa;;;;;;;;;CC de l'Ile-Rousse - Balagne;HAUTE-CORSE;CORSE
mairie-2A359-01;2A359;2021-03-08;Mairie;Mairie - Zicavo;La Direction de l'information légale et administrative (Premier ministre);Zicavo;Quartier de l'Église;20132;41.90807, 9.130012;mairiedezicavo@wanadoo.fr;;;CC de la Pieve de l'Ornano;CORSE-DU-SUD;CORSE
mairie-2B178-01;2B178;2021-03-08;Mairie;Mairie - Nonza;La Direction de l'information légale et administrative (Premier ministre);Nonza;Place de la Mairie;20217;42.785111, 9.345691;nonza@wanadoo.fr;;;CC du Cap Corse;HAUTE-CORSE;CORSE
mission_locale-2B033-01;2B033;2019-06-17;Mission locale;Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - Bastia;La Direction de l'information légale et administrative (Premier ministre);Bastia;7 avenue Paul-Giacobbi;20600;42.6717987061, 9.43982982635;mlbastia@ml-corse.corsica;http://www.missions-locales-corse.org;;CA de Bastia;HAUTE-CORSE;CORSE
;2B250;;;Prunelli-di-Casacconi;;;;;;;;;CC de la Castagniccia-Casinca;HAUTE-CORSE;CORSE
mairie-2A279-01;2A279;2021-03-08;Mairie;Mairie - Serriera;La Direction de l'information légale et administrative (Premier ministre);Serriera;Place de la Mairie;20147;42.3013954163, 8.70865154266;mairiedeserriera@wanadoo.fr;;;CC Spelunca-Liamone;CORSE-DU-SUD;CORSE
mairie-2B083-01;2B083;2021-03-08;Mairie;Mairie - Castirla;La Direction de l'information légale et administrative (Premier ministre);Castirla;Village;20236;42.37292, 9.144123;communedecastirla@orange.fr;http://mairiecastirla.corsica;;CC Pasquale Paoli;HAUTE-CORSE;CORSE
mairie-2B180-01;2B180;2021-03-08;Mairie;Mairie - Novella;La Direction de l'information légale et administrative (Premier ministre);Novella;Lieu-dit Custarella;20226;42.587041, 9.115972;mairie.novella@wanadoo.fr;;;CC de l'Ile-Rousse - Balagne;HAUTE-CORSE;CORSE
mairie-2B222-01;2B222;2021-03-08;Mairie;Mairie - Pie d'Orezza;La Direction de l'information légale et administrative (Premier ministre);Pie d'Orezza;Pie d'Orezza;20229;42.373385, 9.355659;commune-de-pie-d-orezza@orange.fr;;;CC de la Castagniccia-Casinca;HAUTE-CORSE;CORSE
prefecture-2B033-01;2B033;2021-02-18;Prefecture;Préfecture - Haute-Corse;La Direction de l'information légale et administrative (Premier ministre);Bastia Cedex 09;"[""CS 60007"", ""Rond-Point du Maréchal-Leclerc-de-Hautecloque""]";20401;42.7021369934, 9.4507484436;prefecture.haute-corse@haute-corse.pref.gouv.fr;http://www.haute-corse.gouv.fr;;CA de Bastia;HAUTE-CORSE;CORSE
permanence_juridique-2A004-01;2A004;2021-09-02;Permanence juridique;Point-justice - France services;Ministère de la Justice;AJACCIO;mairie de peri lieu dit facciata rossa 20167 peri;20167;41.955001, 8.779096;;;;CA du Pays Ajaccien;CORSE-DU-SUD;CORSE
prudhommes-2B033-01;2B033;2022-04-22;Prudhommes;Conseil de prud'hommes de Bastia;Ministère de la Justice;BASTIA;10 BOULEVARD AUGUSTE GAUDIN;20200;42.69467, 9.448439;mailto:cph-bastia@justice.fr;http://www.justice.gouv.fr/;;CA de Bastia;HAUTE-CORSE;CORSE
;2A363;;;Zoza;;;;;;;;;CC de l'Alta Rocca;CORSE-DU-SUD;CORSE
mairie-2B023-01;2B023;2021-03-08;Mairie;Mairie - Asco;La Direction de l'information légale et administrative (Premier ministre);Asco;Asco;20276;42.4020729065, 8.92042541504;mairie.asco@orange.fr;http://www.asco.corsica;;CC Pasquale Paoli;HAUTE-CORSE;CORSE
mairie-2B148-01;2B148;2021-03-08;Mairie;Mairie - Lucciana;La Direction de l'information légale et administrative (Premier ministre);Lucciana;"[""A Casa Cumuna"", ""1045 Corsu-Lucciana"", ""CS 30026""]";20290;42.547134, 9.41727500000002;contact@mairie-lucciana.fr;http://www.ville-lucciana.com;;CC de Marana-Golo;HAUTE-CORSE;CORSE
mairie-2B150-01;2B150;2021-03-08;Mairie;Mairie - Lumio;La Direction de l'information légale et administrative (Premier ministre);Lumio;14 route territoriale 30;20260;42.579460144, 8.83139038086;casacumuna@mairie-lumio.fr;http://www.mairie-lumio.fr;;CC de Calvi Balagne;HAUTE-CORSE;CORSE
;2B337;;;Valle-di-Rostino;;;;;;;;;CC Pasquale Paoli;HAUTE-CORSE;CORSE
afpa-2A271-01;2A271;2021-09-20;Afpa;Agence nationale pour la formation professionnelle des adultes (Afpa) - Centre d'Ajaccio - Yolanda;La Direction de l'information légale et administrative (Premier ministre);Sarrola-Carcopino;Le Yolanda;20167;42.0286, 8.8433;;https://www.afpa.fr;;CA du Pays Ajaccien;CORSE-DU-SUD;CORSE
mairie-2A008-01;2A008;2021-03-08;Mairie;Mairie - Albitreccia;La Direction de l'information légale et administrative (Premier ministre);Albitreccia;Molini-Agosta;20166;41.8638022, 8.9405333;mairie.albitreccia@wanadoo.fr;http://www.albitreccia.fr;;CC de la Pieve de l'Ornano;CORSE-DU-SUD;CORSE
mairie-2A108-01;2A108;2022-05-10;Mairie;Mairie - Évisa;La Direction de l'information légale et administrative (Premier ministre);Évisa;Capo Soprano;20126;42.253474, 8.801899;mairie-evisa@orange.fr;;;CC Spelunca-Liamone;CORSE-DU-SUD;CORSE
mairie-2A288-01;2A288;2021-03-08;Mairie;Mairie - Sotta;La Direction de l'information légale et administrative (Premier ministre);Sotta;"[""Le Village"", ""BP 30""]";20146;41.5627532, 9.1788304;mairie@sotta.fr;http://www.sotta.fr;;CC du Sud Corse;CORSE-DU-SUD;CORSE
msap-2A006-01;2A006;2022-02-23;Msap;France Services - Alata;La Direction de l'information légale et administrative (Premier ministre);Alata;"[""Pôle socioculturel de Trova"", ""Route de Calvi""]";20167;41.92761, 8.73854;alata@france-services.gouv.fr;https://www.cohesion-territoires.gouv.fr/france-services;;CA du Pays Ajaccien;CORSE-DU-SUD;CORSE
permanence_juridique-2A004-03;2A004;2021-09-02;Permanence juridique;Point-justice - Point d'accès au droit du Tribunal judiciaire d'Ajaccio;Ministère de la Justice;AJACCIO CEDEX 1;Palais de Justice - Bd Masséria;20181;41.925679, 8.73697;;;;CA du Pays Ajaccien;CORSE-DU-SUD;CORSE
permanence_juridique-2A269-01;2A269;2021-09-02;Permanence juridique;Point-justice - France services;Ministère de la Justice;SARI SOLENZARA;le bourg;20145;41.859707, 9.393546;;;;CC de l'Alta Rocca;CORSE-DU-SUD;CORSE
;2B182;;;Occhiatana;;;;;;;;;CC de l'Ile-Rousse - Balagne;HAUTE-CORSE;CORSE
;2B176;;;Nocario;;;;;;;;;CC de la Castagniccia-Casinca;HAUTE-CORSE;CORSE
;2B319;;;Talasani;;;;;;;;;CC de la Costa Verde;HAUTE-CORSE;CORSE
